,bop date,eop date,day count, bop RSP price , eop RSP price , bop SPY price ,, eop SPY price ,, eop SPY / eop RSP , bop SPY / RSP moving avg , eop SPY / RSP moving avg ,current position,new position, bop RSP shares , eop RSP shares , eop RSP shares bought , eop RSP shares sold , eop RSP shares traded , bop SPY shares , eop SPY shares , eop SPY shares bought , eop SPY shares sold , eop SPY shares traded , RSP daily commission , SPY daily commission , daily total commissions , RSP cop ,RSP pct cop, RSP daily position pnl , SPY cop ,SPY pct cop, SPY daily position pnl , daily position pnl , short RSP investment amount , long RSP investment amount , RSP investment amount , daily RSP borrow cost , short SPY investment amount , long SPY investment amount , SPY investment amount , daily SPY borrow cost , net investment amount , gross investment amount , short investment amount , daily borrow cost , daily net profit , cumulative net profit , drawdown 
50,3/14/2024,3/15/2024,1, $164.74 , $164.42 , $514.95 ,70%, $509.83 , $0.32 , 3.10 , 3.11 , 3.10 ,1,-1, 607.02 , (608.20), -   ," 1,215.22 "," (1,215.22)", (194.19), 196.14 , 390.34 , -   , 390.34 , $(6.08), $(1.95), $(8.03), $(0.32),-0.19%, $(194.25), $(5.12),-1.00%, $994.27 , $800.03 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $789.22 ," $3,346.43 ", $-   
51,3/15/2024,3/18/2024,3, $164.42 , $164.19 , $509.83 ,79%, $512.86 , $0.32 , 3.12 , 3.10 , 3.11 ,-1,1, (608.20), 609.05 ," 1,217.25 ", -   ," 1,217.25 ", 196.14 , (194.98), -   , 391.13 , (391.13), $(6.09), $(1.96), $(8.04), $(0.23),-0.14%, $139.89 , $3.03 ,0.59%, $594.32 , $734.20 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $717.83 ," $4,064.26 ", $-   
52,3/18/2024,3/19/2024,1, $164.19 , $165.17 , $512.86 ,76%, $515.71 , $0.32 , 3.12 , 3.11 , 3.11 ,1,1, 609.05 , 605.44 , -   , 3.61 , (3.61), (194.98), (193.91), 1.08 , -   , 1.08 , $(0.02), $(0.01), $(0.02), $0.98 ,0.60%, $596.87 , $2.85 ,0.55%, $(555.71), $41.16 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $38.36 ," $4,102.62 ", $-   
53,3/19/2024,3/20/2024,1, $165.17 , $166.58 , $515.71 ,59%, $520.48 , $0.32 , 3.12 , 3.11 , 3.11 ,1,1, 605.44 , 600.31 , -   , 5.12 , (5.12), (193.91), (192.13), 1.78 , -   , 1.78 , $(0.03), $(0.01), $(0.03), $1.41 ,0.85%, $853.67 , $4.77 ,0.92%, $(924.94), $(71.27), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(74.08)," $4,028.54 ", $(74.08)
54,3/20/2024,3/21/2024,1, $166.58 , $167.72 , $520.48 ,66%, $522.20 , $0.32 , 3.11 , 3.11 , 3.11 ,1,1, 600.31 , 596.23 , -   , 4.08 , (4.08), (192.13), (191.50), 0.63 , -   , 0.63 , $(0.02), $(0.00), $(0.02), $1.14 ,0.68%, $684.36 , $1.72 ,0.33%, $(330.46), $353.89 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $351.09 ," $4,379.63 ", $-   
55,3/21/2024,3/22/2024,1, $167.72 , $166.64 , $522.20 ,80%, $521.21 , $0.32 , 3.13 , 3.11 , 3.11 ,1,1, 596.23 , 600.10 , 3.86 , -   , 3.86 , (191.50), (191.86), -   , 0.36 , (0.36), $(0.02), $(0.00), $(0.02), $(1.08),-0.65%, $(643.93), $(0.99),-0.19%, $189.58 , $(454.35), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(457.15)," $3,922.48 ", $(457.15)
56,3/22/2024,3/25/2024,3, $166.64 , $166.28 , $521.21 ,84%, $519.77 , $0.32 , 3.13 , 3.11 , 3.12 ,1,1, 600.10 , 601.40 , 1.30 , -   , 1.30 , (191.86), (192.39), -   , 0.53 , (0.53), $(0.01), $(0.00), $(0.01), $(0.36),-0.22%, $(216.03), $(1.44),-0.28%, $276.28 , $60.25 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $51.90 ," $3,974.38 ", $(405.24)
57,3/25/2024,3/26/2024,1, $166.28 , $166.12 , $519.77 ,91%, $518.81 , $0.32 , 3.12 , 3.12 , 3.12 ,1,1, 601.40 , 601.97 , 0.58 , -   , 0.58 , (192.39), (192.75), -   , 0.36 , (0.36), $(0.00), $(0.00), $(0.00), $(0.16),-0.10%, $(96.22), $(0.96),-0.18%, $184.70 , $88.47 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $85.69 ," $4,060.07 ", $(319.55)
58,3/26/2024,3/27/2024,1, $166.12 , $168.78 , $518.81 ,92%, $523.17 , $0.32 , 3.10 , 3.12 , 3.12 ,1,-1, 601.97 , (592.49), -   ," 1,194.46 "," (1,194.46)", (192.75), 191.14 , 383.89 , -   , 383.89 , $(5.97), $(1.92), $(7.89), $2.66 ,1.59%," $1,601.25 ", $4.36 ,0.84%, $(840.38), $760.87 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $750.20 ," $4,810.27 ", $-   
59,3/27/2024,3/28/2024,1, $168.78 , $169.37 , $523.17 ,93%, $523.07 , $0.32 , 3.09 , 3.12 , 3.11 ,-1,-1, (592.49), (590.42), 2.06 , -   , 2.06 , 191.14 , 191.18 , 0.04 , -   , 0.04 , $(0.01), $(0.00), $(0.01), $0.59 ,0.35%, $(349.57), $(0.10),-0.02%, $(19.11), $(368.68)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(371.47)," $4,438.80 ", $(371.47)
60,3/28/2024,4/1/2024,4, $169.37 , $168.37 , $523.07 ,90%, $522.16 , $0.32 , 3.10 , 3.11 , 3.11 ,-1,-1, (590.42), (593.93), -   , 3.51 , (3.51), 191.18 , 191.51 , 0.33 , -   , 0.33 , $(0.02), $(0.00), $(0.02), $(1.00),-0.59%, $590.42 , $(0.91),-0.17%, $(173.97), $416.45 ," $(100,000.00)", $-   ," $(100,000.00)", $(11.11), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(11.11), $405.32 ," $4,844.12 ", $-   
61,4/1/2024,4/2/2024,1, $168.37 , $166.92 , $522.16 ,93%, $518.84 , $0.32 , 3.11 , 3.11 , 3.11 ,-1,-1, (593.93), (599.09), -   , 5.16 , (5.16), 191.51 , 192.74 , 1.23 , -   , 1.23 , $(0.03), $(0.01), $(0.03), $(1.45),-0.86%, $861.20 , $(3.32),-0.64%, $(635.82), $225.38 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $222.57 ," $5,066.69 ", $-   
62,4/2/2024,4/3/2024,1, $166.92 , $167.10 , $518.84 ,90%, $519.41 , $0.32 , 3.11 , 3.11 , 3.11 ,-1,-1, (599.09), (598.44), 0.65 , -   , 0.65 , 192.74 , 192.53 , -   , 0.21 , (0.21), $(0.00), $(0.00), $(0.00), $0.18 ,0.11%, $(107.84), $0.57 ,0.11%, $109.86 , $2.02 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(0.76)," $5,065.93 ", $(0.76)
63,4/3/2024,4/4/2024,1, $167.10 , $165.40 , $519.41 ,86%, $513.07 , $0.32 , 3.10 , 3.11 , 3.11 ,-1,-1, (598.44), (604.59), -   , 6.15 , (6.15), 192.53 , 194.91 , 2.38 , -   , 2.38 , $(0.03), $(0.01), $(0.04), $(1.70),-1.02%," $1,017.35 ", $(6.34),-1.23%," $(1,220.62)", $(203.26)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(206.08)," $4,859.85 ", $(206.84)
64,4/4/2024,4/5/2024,1, $165.40 , $166.39 , $513.07 ,84%, $518.43 , $0.32 , 3.12 , 3.11 , 3.11 ,-1,1, (604.59), 601.00 ," 1,205.59 ", -   ," 1,205.59 ", 194.91 , (192.89), -   , 387.80 , (387.80), $(6.03), $(1.94), $(7.97), $0.99 ,0.60%, $(598.55), $5.36 ,1.04%," $1,044.69 ", $446.14 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $435.40 ," $5,295.25 ", $-   
65,4/5/2024,4/8/2024,3, $166.39 , $166.90 , $518.43 ,85%, $518.72 , $0.32 , 3.11 , 3.11 , 3.11 ,1,-1, 601.00 , (599.16), -   ," 1,200.16 "," (1,200.16)", (192.89), 192.78 , 385.67 , -   , 385.67 , $(6.00), $(1.93), $(7.93), $0.51 ,0.31%, $306.51 , $0.29 ,0.06%, $(55.94), $250.57 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $234.31 ," $5,529.56 ", $-   
66,4/8/2024,4/9/2024,1, $166.90 , $167.56 , $518.72 ,89%, $519.32 , $0.32 , 3.10 , 3.11 , 3.11 ,-1,-1, (599.16), (596.80), 2.36 , -   , 2.36 , 192.78 , 192.56 , -   , 0.22 , (0.22), $(0.01), $(0.00), $(0.01), $0.66 ,0.39%, $(395.45), $0.60 ,0.12%, $115.67 , $(279.78)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(282.57)," $5,246.99 ", $(282.57)
67,4/9/2024,4/10/2024,1, $167.56 , $164.71 , $519.32 ,92%, $514.12 , $0.32 , 3.12 , 3.11 , 3.11 ,-1,1, (596.80), 607.13 ," 1,203.93 ", -   ," 1,203.93 ", 192.56 , (194.51), -   , 387.07 , (387.07), $(6.02), $(1.94), $(7.95), $(2.85),-1.72%," $1,700.88 ", $(5.20),-1.01%," $(1,001.31)", $699.57 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $688.84 ," $5,935.83 ", $-   
68,4/10/2024,4/11/2024,1, $164.71 , $164.59 , $514.12 ,96%, $518.00 , $0.32 , 3.15 , 3.11 , 3.11 ,1,1, 607.13 , 607.57 , 0.44 , -   , 0.44 , (194.51), (193.05), 1.46 , -   , 1.46 , $(0.00), $(0.01), $(0.01), $(0.12),-0.07%, $(72.86), $3.88 ,0.75%, $(754.69), $(827.54), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(830.33)," $5,105.50 ", $(830.33)
69,4/11/2024,4/12/2024,1, $164.59 , $161.98 , $518.00 ,86%, $510.85 , $0.32 , 3.15 , 3.11 , 3.12 ,1,1, 607.57 , 617.36 , 9.79 , -   , 9.79 , (193.05), (195.75), -   , 2.70 , (2.70), $(0.05), $(0.01), $(0.06), $(2.61),-1.60%," $(1,585.76)", $(7.15),-1.39%," $1,380.31 ", $(205.45), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(208.29)," $4,897.21 "," $(1,038.62)"
70,4/12/2024,4/15/2024,3, $161.98 , $160.58 , $510.85 ,89%, $504.45 , $0.32 , 3.14 , 3.12 , 3.12 ,1,1, 617.36 , 622.74 , 5.38 , -   , 5.38 , (195.75), (198.24), -   , 2.48 , (2.48), $(0.03), $(0.01), $(0.04), $(1.40),-0.87%, $(864.30), $(6.40),-1.26%," $1,252.81 ", $388.51 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $380.14 ," $5,277.35 ", $(658.48)
71,4/15/2024,4/16/2024,1, $160.58 , $159.69 , $504.45 ,93%, $503.53 , $0.32 , 3.15 , 3.12 , 3.13 ,1,1, 622.74 , 626.21 , 3.47 , -   , 3.47 , (198.24), (198.60), -   , 0.36 , (0.36), $(0.02), $(0.00), $(0.02), $(0.89),-0.56%, $(554.24), $(0.92),-0.18%, $182.38 , $(371.86), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(374.66)," $4,902.69 "," $(1,033.14)"
72,4/16/2024,4/17/2024,1, $159.69 , $159.36 , $503.53 ,95%, $500.55 , $0.32 , 3.14 , 3.13 , 3.13 ,1,1, 626.21 , 627.51 , 1.30 , -   , 1.30 , (198.60), (199.78), -   , 1.18 , (1.18), $(0.01), $(0.01), $(0.01), $(0.33),-0.21%, $(206.65), $(2.98),-0.59%, $591.82 , $385.17 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $382.38 ," $5,285.07 ", $(650.76)
73,4/17/2024,4/18/2024,1, $159.36 , $159.21 , $500.55 ,96%, $499.52 , $0.32 , 3.14 , 3.13 , 3.13 ,1,1, 627.51 , 628.10 , 0.59 , -   , 0.59 , (199.78), (200.19), -   , 0.41 , (0.41), $(0.00), $(0.00), $(0.01), $(0.15),-0.09%, $(94.13), $(1.03),-0.21%, $205.77 , $111.65 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $108.86 ," $5,393.93 ", $(541.90)
74,4/18/2024,4/19/2024,1, $159.21 , $159.81 , $499.52 ,97%, $495.16 , $0.32 , 3.10 , 3.13 , 3.13 ,1,-1, 628.10 , (625.74), -   ," 1,253.84 "," (1,253.84)", (200.19), 201.95 , 402.15 , -   , 402.15 , $(6.27), $(2.01), $(8.28), $0.60 ,0.38%, $376.86 , $(4.36),-0.88%, $872.84 ," $1,249.70 ", $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78)," $1,238.64 "," $6,632.57 ", $-   
75,4/19/2024,4/22/2024,3, $159.81 , $161.03 , $495.16 ,94%, $499.72 , $0.32 , 3.10 , 3.13 , 3.13 ,-1,-1, (625.74), (621.00), 4.74 , -   , 4.74 , 201.95 , 200.11 , -   , 1.84 , (1.84), $(0.02), $(0.01), $(0.03), $1.22 ,0.76%, $(763.41), $4.56 ,0.92%, $920.91 , $157.51 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $149.14 ," $6,781.72 ", $-   
76,4/22/2024,4/23/2024,1, $161.03 , $162.46 , $499.72 ,91%, $505.65 , $0.32 , 3.11 , 3.13 , 3.13 ,-1,-1, (621.00), (615.54), 5.47 , -   , 5.47 , 200.11 , 197.77 , -   , 2.35 , (2.35), $(0.03), $(0.01), $(0.04), $1.43 ,0.88%, $(888.03), $5.93 ,1.18%," $1,186.66 ", $298.63 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $295.81 ," $7,077.53 ", $-   
77,4/23/2024,4/24/2024,1, $162.46 , $162.69 , $505.65 ,89%, $505.41 , $0.32 , 3.11 , 3.13 , 3.13 ,-1,-1, (615.54), (614.67), 0.87 , -   , 0.87 , 197.77 , 197.86 , 0.09 , -   , 0.09 , $(0.00), $(0.00), $(0.00), $0.23 ,0.14%, $(141.57), $(0.24),-0.05%, $(47.46), $(189.04)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(191.82)," $6,885.71 ", $(191.82)
78,4/24/2024,4/25/2024,1, $162.69 , $162.35 , $505.41 ,84%, $503.49 , $0.32 , 3.10 , 3.13 , 3.12 ,-1,-1, (614.67), (615.95), -   , 1.29 , (1.29), 197.86 , 198.61 , 0.75 , -   , 0.75 , $(0.01), $(0.00), $(0.01), $(0.34),-0.21%, $208.99 , $(1.92),-0.38%, $(379.89), $(170.90)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(173.69)," $6,712.02 ", $(365.51)
79,4/25/2024,4/26/2024,1, $162.35 , $162.43 , $503.49 ,65%, $508.26 , $0.32 , 3.13 , 3.12 , 3.12 ,-1,1, (615.95), 615.65 ," 1,231.60 ", -   ," 1,231.60 ", 198.61 , (196.75), -   , 395.36 , (395.36), $(6.16), $(1.98), $(8.13), $0.08 ,0.05%, $(49.28), $4.77 ,0.94%, $947.39 , $898.11 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $887.20 ," $7,599.22 ", $-   
80,4/26/2024,4/29/2024,3, $162.43 , $163.56 , $508.26 ,70%, $510.06 , $0.32 , 3.12 , 3.12 , 3.12 ,1,-1, 615.65 , (611.40), -   ," 1,227.05 "," (1,227.05)", (196.75), 196.06 , 392.81 , -   , 392.81 , $(6.14), $(1.96), $(8.10), $1.13 ,0.69%, $695.68 , $1.80 ,0.35%, $(354.15), $341.53 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $325.10 ," $7,924.32 ", $-   
81,4/29/2024,4/30/2024,1, $163.56 , $161.20 , $510.06 ,80%, $501.98 , $0.32 , 3.11 , 3.12 , 3.12 ,-1,-1, (611.40), (620.35), -   , 8.95 , (8.95), 196.06 , 199.21 , 3.16 , -   , 3.16 , $(0.04), $(0.02), $(0.06), $(2.36),-1.45%," $1,442.90 ", $(8.08),-1.60%," $(1,584.13)", $(141.23)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(144.07)," $7,780.25 ", $(144.07)
82,4/30/2024,5/1/2024,1, $161.20 , $160.65 , $501.98 ,86%, $500.35 , $0.32 , 3.11 , 3.12 , 3.11 ,-1,-1, (620.35), (622.47), -   , 2.12 , (2.12), 199.21 , 199.86 , 0.65 , -   , 0.65 , $(0.01), $(0.00), $(0.01), $(0.55),-0.34%, $341.19 , $(1.63),-0.33%, $(324.71), $16.48 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $13.69 ," $7,793.93 ", $(130.38)
83,5/1/2024,5/2/2024,1, $160.65 , $161.64 , $500.35 ,90%, $505.03 , $0.32 , 3.12 , 3.11 , 3.11 ,-1,1, (622.47), 618.66 ," 1,241.13 ", -   ," 1,241.13 ", 199.86 , (198.01), -   , 397.87 , (397.87), $(6.21), $(1.99), $(8.19), $0.99 ,0.61%, $(616.25), $4.68 ,0.93%, $935.35 , $319.10 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $308.13 ," $8,102.06 ", $-   
84,5/2/2024,5/3/2024,1, $161.64 , $162.79 , $505.03 ,94%, $511.29 , $0.32 , 3.14 , 3.11 , 3.12 ,1,1, 618.66 , 614.29 , -   , 4.37 , (4.37), (198.01), (195.58), 2.42 , -   , 2.42 , $(0.02), $(0.01), $(0.03), $1.15 ,0.71%, $711.46 , $6.26 ,1.23%," $(1,239.53)", $(528.07), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(530.88)," $7,571.18 ", $(530.88)
85,5/3/2024,5/6/2024,3, $162.79 , $164.04 , $511.29 ,87%, $516.57 , $0.32 , 3.15 , 3.12 , 3.12 ,1,1, 614.29 , 609.61 , -   , 4.68 , (4.68), (195.58), (193.58), 2.00 , -   , 2.00 , $(0.02), $(0.01), $(0.03), $1.25 ,0.76%, $767.86 , $5.28 ,1.03%," $(1,032.68)", $(264.82), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $0.00 ," $200,000.00 "," $(100,000.00)", $(8.33), $(273.19)," $7,297.99 ", $(804.07)
86,5/6/2024,5/7/2024,1, $164.04 , $164.50 , $516.57 ,89%, $517.14 , $0.32 , 3.14 , 3.12 , 3.12 ,1,1, 609.61 , 607.90 , -   , 1.70 , (1.70), (193.58), (193.37), 0.21 , -   , 0.21 , $(0.01), $(0.00), $(0.01), $0.46 ,0.28%, $280.42 , $0.57 ,0.11%, $(110.34), $170.08 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $167.29 ," $7,465.28 ", $(636.78)
87,5/7/2024,5/8/2024,1, $164.50 , $164.46 , $517.14 ,93%, $517.19 , $0.32 , 3.14 , 3.12 , 3.13 ,1,1, 607.90 , 608.05 , 0.15 , -   , 0.15 , (193.37), (193.35), 0.02 , -   , 0.02 , $(0.00), $(0.00), $(0.00), $(0.04),-0.02%, $(24.32), $0.05 ,0.01%, $(9.67), $(33.98), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(36.76)," $7,428.51 ", $(673.55)
88,5/8/2024,5/9/2024,1, $164.46 , $165.84 , $517.19 ,96%, $520.17 , $0.32 , 3.14 , 3.13 , 3.13 ,1,1, 608.05 , 602.99 , -   , 5.06 , (5.06), (193.35), (192.24), 1.11 , -   , 1.11 , $(0.03), $(0.01), $(0.03), $1.38 ,0.84%, $839.11 , $2.98 ,0.57%, $(576.19), $262.92 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $260.11 ," $7,688.62 ", $(413.44)
89,5/9/2024,5/10/2024,1, $165.84 , $166.11 , $520.17 ,98%, $520.84 , $0.32 , 3.14 , 3.13 , 3.13 ,1,1, 602.99 , 602.01 , -   , 0.98 , (0.98), (192.24), (192.00), 0.25 , -   , 0.25 , $(0.00), $(0.00), $(0.01), $0.27 ,0.16%, $162.81 , $0.67 ,0.13%, $(128.80), $34.00 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $31.22 ," $7,719.84 ", $(382.22)
90,5/10/2024,5/13/2024,3, $166.11 , $166.07 , $520.84 ,98%, $520.91 , $0.32 , 3.14 , 3.13 , 3.13 ,1,1, 602.01 , 602.16 , 0.15 , -   , 0.15 , (192.00), (191.97), 0.03 , -   , 0.03 , $(0.00), $(0.00), $(0.00), $(0.04),-0.02%, $(24.08), $0.07 ,0.01%, $(13.44), $(37.52), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $0.00 ," $200,000.00 "," $(100,000.00)", $(8.33), $(45.85)," $7,673.99 ", $(428.07)
91,5/13/2024,5/14/2024,1, $166.07 , $166.73 , $520.91 ,98%, $523.30 , $0.32 , 3.14 , 3.13 , 3.14 ,1,1, 602.16 , 599.77 , -   , 2.38 , (2.38), (191.97), (191.09), 0.88 , -   , 0.88 , $(0.01), $(0.00), $(0.02), $0.66 ,0.40%, $397.42 , $2.39 ,0.46%, $(458.81), $(61.39), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(64.18)," $7,609.81 ", $(492.26)
92,5/14/2024,5/15/2024,1, $166.73 , $168.06 , $523.30 ,98%, $529.78 , $0.32 , 3.15 , 3.14 , 3.14 ,1,1, 599.77 , 595.03 , -   , 4.75 , (4.75), (191.09), (188.76), 2.34 , -   , 2.34 , $(0.02), $(0.01), $(0.04), $1.33 ,0.79%, $797.70 , $6.48 ,1.23%," $(1,238.30)", $(440.60), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(443.41)," $7,166.39 ", $(935.67)
93,5/15/2024,5/16/2024,1, $168.06 , $167.79 , $529.78 ,99%, $528.69 , $0.32 , 3.15 , 3.14 , 3.14 ,1,1, 595.03 , 595.98 , 0.96 , -   , 0.96 , (188.76), (189.15), -   , 0.39 , (0.39), $(0.00), $(0.00), $(0.01), $(0.27),-0.16%, $(160.66), $(1.09),-0.21%, $205.75 , $45.09 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $42.30 ," $7,208.70 ", $(893.36)
94,5/16/2024,5/17/2024,1, $167.79 , $168.04 , $528.69 ,98%, $529.45 , $0.32 , 3.15 , 3.14 , 3.14 ,1,1, 595.98 , 595.10 , -   , 0.89 , (0.89), (189.15), (188.88), 0.27 , -   , 0.27 , $(0.00), $(0.00), $(0.01), $0.25 ,0.15%, $149.00 , $0.76 ,0.14%, $(143.75), $5.24 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $2.46 ," $7,211.16 ", $(890.90)
