,bop date,eop date,day count, bop RSP price , eop RSP price , bop SPY price ,, eop SPY price ,, eop SPY / eop RSP , bop SPY / RSP moving avg , eop SPY / RSP moving avg ,current position,new position, bop RSP shares , eop RSP shares , eop RSP shares bought , eop RSP shares sold , eop RSP shares traded , bop SPY shares , eop SPY shares , eop SPY shares bought , eop SPY shares sold , eop SPY shares traded , RSP daily commission , SPY daily commission , daily total commissions , RSP cop ,RSP pct cop, RSP daily position pnl , SPY cop ,SPY pct cop, SPY daily position pnl , daily position pnl , short RSP investment amount , long RSP investment amount , RSP investment amount , daily RSP borrow cost , short SPY investment amount , long SPY investment amount , SPY investment amount , daily SPY borrow cost , net investment amount , gross investment amount , short investment amount , daily borrow cost , daily net profit , cumulative net profit , drawdown 
354,6/2/2025,6/3/2025,1, $176.57 , $178.04 , $592.71 ,87%, $596.09 , $0.30 , 3.35 , 3.33 , 3.33 ,1,1, 566.35 , 561.67 , -   , 4.68 , (4.68), (168.72), (167.76), 0.96 , -   , 0.96 , $(0.02), $(0.00), $(0.03), $1.47 ,0.83%, $832.53 , $3.38 ,0.57%, $(570.26), $262.27 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $259.46 ," $5,679.14 "," $(3,956.87)"
355,6/3/2025,6/4/2025,1, $178.04 , $177.64 , $596.09 ,86%, $595.93 , $0.30 , 3.35 , 3.33 , 3.34 ,1,1, 561.67 , 562.94 , 1.26 , -   , 1.26 , (167.76), (167.80), -   , 0.05 , (0.05), $(0.01), $(0.00), $(0.01), $(0.40),-0.22%, $(224.67), $(0.16),-0.03%, $26.84 , $(197.83), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(200.61)," $5,478.53 "," $(4,157.48)"
356,6/4/2025,6/5/2025,1, $177.64 , $177.16 , $595.93 ,95%, $593.05 , $0.30 , 3.35 , 3.34 , 3.34 ,1,1, 562.94 , 564.46 , 1.53 , -   , 1.53 , (167.80), (168.62), -   , 0.81 , (0.81), $(0.01), $(0.00), $(0.01), $(0.48),-0.27%, $(270.21), $(2.88),-0.48%, $483.28 , $213.07 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $210.28 ," $5,688.81 "," $(3,947.20)"
357,6/5/2025,6/6/2025,1, $177.16 , $178.69 , $593.05 ,96%, $599.14 , $0.30 , 3.35 , 3.34 , 3.34 ,1,1, 564.46 , 559.63 , -   , 4.83 , (4.83), (168.62), (166.91), 1.71 , -   , 1.71 , $(0.02), $(0.01), $(0.03), $1.53 ,0.86%, $863.63 , $6.09 ,1.02%," $(1,026.89)", $(163.27), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(166.08)," $5,522.73 "," $(4,113.28)"
358,6/6/2025,6/9/2025,3, $178.69 , $178.72 , $599.14 ,96%, $599.68 , $0.30 , 3.36 , 3.34 , 3.35 ,1,1, 559.63 , 559.53 , -   , 0.09 , (0.09), (166.91), (166.76), 0.15 , -   , 0.15 , $(0.00), $(0.00), $(0.00), $0.03 ,0.02%, $16.79 , $0.54 ,0.09%, $(90.13), $(73.34), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $0.00 ," $200,000.00 "," $(100,000.00)", $(8.33), $(81.67)," $5,441.06 "," $(4,194.95)"
359,6/9/2025,6/10/2025,1, $178.72 , $179.61 , $599.68 ,93%, $603.08 , $0.30 , 3.36 , 3.35 , 3.35 ,1,1, 559.53 , 556.76 , -   , 2.77 , (2.77), (166.76), (165.82), 0.94 , -   , 0.94 , $(0.01), $(0.00), $(0.02), $0.89 ,0.50%, $497.99 , $3.40 ,0.57%, $(566.97), $(68.98), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(71.78)," $5,369.28 "," $(4,266.73)"
360,6/10/2025,6/11/2025,1, $179.61 , $179.10 , $603.08 ,98%, $601.36 , $0.30 , 3.36 , 3.35 , 3.35 ,1,1, 556.76 , 558.35 , 1.59 , -   , 1.59 , (165.82), (166.29), -   , 0.47 , (0.47), $(0.01), $(0.00), $(0.01), $(0.51),-0.28%, $(283.95), $(1.72),-0.29%, $285.20 , $1.25 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(1.53)," $5,367.74 "," $(4,268.26)"
361,6/11/2025,6/12/2025,1, $179.10 , $179.52 , $601.36 ,99%, $603.75 , $0.30 , 3.36 , 3.35 , 3.35 ,1,1, 558.35 , 557.04 , -   , 1.31 , (1.31), (166.29), (165.63), 0.66 , -   , 0.66 , $(0.01), $(0.00), $(0.01), $0.42 ,0.23%, $234.51 , $2.39 ,0.40%, $(397.43), $(162.93), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(165.71)," $5,202.03 "," $(4,433.98)"
362,6/12/2025,6/13/2025,1, $179.52 , $177.35 , $603.75 ,98%, $597.00 , $0.30 , 3.37 , 3.35 , 3.36 ,1,1, 557.04 , 563.86 , 6.82 , -   , 6.82 , (165.63), (167.50), -   , 1.87 , (1.87), $(0.03), $(0.01), $(0.04), $(2.17),-1.22%," $(1,208.78)", $(6.75),-1.12%," $1,118.01 ", $(90.77), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(93.59)," $5,108.44 "," $(4,527.57)"
363,6/13/2025,6/16/2025,3, $177.35 , $179.06 , $597.00 ,97%, $602.68 , $0.30 , 3.37 , 3.36 , 3.36 ,1,1, 563.86 , 558.47 , -   , 5.38 , (5.38), (167.50), (165.93), 1.58 , -   , 1.58 , $(0.03), $(0.01), $(0.03), $1.71 ,0.96%, $964.20 , $5.68 ,0.95%, $(951.42), $12.77 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $4.40 ," $5,112.84 "," $(4,523.16)"
364,6/16/2025,6/17/2025,1, $179.06 , $177.34 , $602.68 ,95%, $597.53 , $0.30 , 3.37 , 3.36 , 3.36 ,1,1, 558.47 , 563.89 , 5.42 , -   , 5.42 , (165.93), (167.36), -   , 1.43 , (1.43), $(0.03), $(0.01), $(0.03), $(1.72),-0.97%, $(960.57), $(5.15),-0.86%, $854.52 , $(106.06), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(108.87)," $5,003.98 "," $(4,632.03)"
365,6/17/2025,6/18/2025,1, $177.34 , $177.36 , $597.53 ,94%, $597.44 , $0.30 , 3.37 , 3.36 , 3.36 ,1,1, 563.89 , 563.82 , -   , 0.06 , (0.06), (167.36), (167.38), -   , 0.03 , (0.03), $(0.00), $(0.00), $(0.00), $0.02 ,0.01%, $11.28 , $(0.09),-0.02%, $15.06 , $26.34 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $23.56 ," $5,027.54 "," $(4,608.47)"
366,6/18/2025,6/20/2025,2, $177.36 , $177.65 , $597.44 ,92%, $594.28 , $0.30 , 3.35 , 3.36 , 3.36 ,1,-1, 563.82 , (562.90), -   ," 1,126.73 "," (1,126.73)", (167.38), 168.27 , 335.65 , -   , 335.65 , $(5.63), $(1.68), $(7.31), $0.29 ,0.16%, $163.51 , $(3.16),-0.53%, $528.92 , $692.43 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(5.56), $-   ," $200,000.00 "," $(100,000.00)", $(5.56), $679.57 ," $5,707.10 "," $(3,928.90)"
367,6/20/2025,6/23/2025,3, $177.65 , $178.49 , $594.28 ,90%, $600.15 , $0.30 , 3.36 , 3.36 , 3.36 ,-1,1, (562.90), 560.26 ," 1,123.16 ", -   ," 1,123.16 ", 168.27 , (166.63), -   , 334.90 , (334.90), $(5.62), $(1.67), $(7.29), $0.84 ,0.47%, $(472.84), $5.87 ,0.98%, $987.75 , $514.91 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $499.29 ," $6,206.39 "," $(3,429.62)"
368,6/23/2025,6/24/2025,1, $178.49 , $180.18 , $600.15 ,91%, $606.78 , $0.30 , 3.37 , 3.36 , 3.36 ,1,1, 560.26 , 555.00 , -   , 5.25 , (5.25), (166.63), (164.80), 1.82 , -   , 1.82 , $(0.03), $(0.01), $(0.04), $1.69 ,0.94%, $946.83 , $6.63 ,1.10%," $(1,104.72)", $(157.89), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(160.71)," $6,045.68 "," $(3,590.32)"
369,6/24/2025,6/25/2025,1, $180.18 , $178.88 , $606.78 ,94%, $607.12 , $0.29 , 3.39 , 3.36 , 3.37 ,1,1, 555.00 , 559.03 , 4.03 , -   , 4.03 , (164.80), (164.71), 0.09 , -   , 0.09 , $(0.02), $(0.00), $(0.02), $(1.30),-0.72%, $(721.50), $0.34 ,0.06%, $(56.03), $(777.53), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(780.33)," $5,265.35 "," $(4,370.66)"
370,6/25/2025,6/26/2025,1, $178.88 , $180.23 , $607.12 ,87%, $611.87 , $0.29 , 3.39 , 3.37 , 3.37 ,1,1, 559.03 , 554.85 , -   , 4.19 , (4.19), (164.71), (163.43), 1.28 , -   , 1.28 , $(0.02), $(0.01), $(0.03), $1.35 ,0.75%, $754.70 , $4.75 ,0.78%, $(782.38), $(27.69), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(30.49)," $5,234.86 "," $(4,401.15)"
371,6/26/2025,6/27/2025,1, $180.23 , $180.89 , $611.87 ,90%, $614.91 , $0.29 , 3.40 , 3.37 , 3.37 ,1,1, 554.85 , 552.82 , -   , 2.02 , (2.02), (163.43), (162.63), 0.81 , -   , 0.81 , $(0.01), $(0.00), $(0.01), $0.66 ,0.37%, $366.20 , $3.04 ,0.50%, $(496.84), $(130.64), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(133.43)," $5,101.43 "," $(4,534.58)"
372,6/27/2025,6/30/2025,3, $180.89 , $181.74 , $614.91 ,94%, $617.85 , $0.29 , 3.40 , 3.37 , 3.38 ,1,1, 552.82 , 550.24 , -   , 2.59 , (2.59), (162.63), (161.85), 0.77 , -   , 0.77 , $(0.01), $(0.00), $(0.02), $0.85 ,0.47%, $469.90 , $2.94 ,0.48%, $(478.12), $(8.22), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $(16.57)," $5,084.86 "," $(4,551.15)"
373,6/30/2025,7/1/2025,1, $181.74 , $183.87 , $617.85 ,96%, $617.65 , $0.30 , 3.36 , 3.38 , 3.38 ,1,-1, 550.24 , (543.86), -   ," 1,094.10 "," (1,094.10)", (161.85), 161.90 , 323.76 , -   , 323.76 , $(5.47), $(1.62), $(7.09), $2.13 ,1.17%," $1,172.00 ", $(0.20),-0.03%, $32.37 ," $1,204.37 ", $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78)," $1,194.51 "," $6,279.37 "," $(3,356.64)"
374,7/1/2025,7/2/2025,1, $183.87 , $184.29 , $617.65 ,93%, $620.45 , $0.30 , 3.37 , 3.38 , 3.38 ,-1,-1, (543.86), (542.62), 1.24 , -   , 1.24 , 161.90 , 161.17 , -   , 0.73 , (0.73), $(0.01), $(0.00), $(0.01), $0.42 ,0.23%, $(228.42), $2.80 ,0.45%, $453.33 , $224.91 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $222.12 ," $6,501.49 "," $(3,134.52)"
375,7/2/2025,7/3/2025,1, $184.29 , $185.18 , $620.45 ,93%, $625.34 , $0.30 , 3.38 , 3.38 , 3.38 ,-1,1, (542.62), 540.02 ," 1,082.64 ", -   ," 1,082.64 ", 161.17 , (159.91), -   , 321.09 , (321.09), $(5.41), $(1.61), $(7.02), $0.89 ,0.48%, $(482.93), $4.89 ,0.79%, $788.14 , $305.20 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $295.41 ," $6,796.89 "," $(2,839.11)"
376,7/3/2025,7/7/2025,4, $185.18 , $183.70 , $625.34 ,93%, $620.68 , $0.30 , 3.38 , 3.38 , 3.38 ,1,1, 540.02 , 544.37 , 4.35 , -   , 4.35 , (159.91), (161.11), -   , 1.20 , (1.20), $(0.02), $(0.01), $(0.03), $(1.48),-0.80%, $(799.22), $(4.66),-0.75%, $745.19 , $(54.03), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(11.11), $-   ," $200,000.00 "," $(100,000.00)", $(11.11), $(65.17)," $6,731.73 "," $(2,904.28)"
377,7/7/2025,7/8/2025,1, $183.70 , $184.16 , $620.68 ,93%, $620.34 , $0.30 , 3.37 , 3.38 , 3.38 ,1,-1, 544.37 , (543.01), -   ," 1,087.37 "," (1,087.37)", (161.11), 161.20 , 322.32 , -   , 322.32 , $(5.44), $(1.61), $(7.05), $0.46 ,0.25%, $250.41 , $(0.34),-0.05%, $54.78 , $305.19 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $295.36 ," $7,027.09 "," $(2,608.92)"
378,7/8/2025,7/9/2025,1, $184.16 , $184.71 , $620.34 ,93%, $624.06 , $0.30 , 3.38 , 3.38 , 3.38 ,-1,-1, (543.01), (541.39), 1.62 , -   , 1.62 , 161.20 , 160.24 , -   , 0.96 , (0.96), $(0.01), $(0.00), $(0.01), $0.55 ,0.30%, $(298.65), $3.72 ,0.60%, $599.67 , $301.02 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $298.23 ," $7,325.31 "," $(2,310.69)"
379,7/9/2025,7/10/2025,1, $184.71 , $185.78 , $624.06 ,95%, $625.82 , $0.30 , 3.37 , 3.38 , 3.38 ,-1,-1, (541.39), (538.27), 3.12 , -   , 3.12 , 160.24 , 159.79 , -   , 0.45 , (0.45), $(0.02), $(0.00), $(0.02), $1.07 ,0.58%, $(579.29), $1.76 ,0.28%, $282.02 , $(297.26)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(300.06)," $7,025.26 "," $(2,610.75)"
380,7/10/2025,7/11/2025,1, $185.78 , $184.42 , $625.82 ,94%, $623.62 , $0.30 , 3.38 , 3.38 , 3.38 ,-1,1, (538.27), 542.24 ," 1,080.51 ", -   ," 1,080.51 ", 159.79 , (160.35), -   , 320.14 , (320.14), $(5.40), $(1.60), $(7.00), $(1.36),-0.73%, $732.05 , $(2.20),-0.35%, $(351.54), $380.51 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $370.73 ," $7,395.99 "," $(2,240.02)"
381,7/11/2025,7/14/2025,3, $184.42 , $184.61 , $623.62 ,89%, $624.81 , $0.30 , 3.38 , 3.38 , 3.38 ,1,1, 542.24 , 541.68 , -   , 0.56 , (0.56), (160.35), (160.05), 0.31 , -   , 0.31 , $(0.00), $(0.00), $(0.00), $0.19 ,0.10%, $103.03 , $1.19 ,0.19%, $(190.82), $(87.80), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $(0.00)," $200,000.00 "," $(100,000.00)", $(8.33), $(96.13)," $7,299.85 "," $(2,336.15)"
382,7/14/2025,7/15/2025,1, $184.61 , $182.05 , $624.81 ,82%, $622.14 , $0.29 , 3.42 , 3.38 , 3.38 ,1,1, 541.68 , 549.30 , 7.62 , -   , 7.62 , (160.05), (160.74), -   , 0.69 , (0.69), $(0.04), $(0.00), $(0.04), $(2.56),-1.40%," $(1,386.71)", $(2.67),-0.43%, $427.33 , $(959.38), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(962.20)," $6,337.66 "," $(3,298.35)"
383,7/15/2025,7/16/2025,1, $182.05 , $182.76 , $622.14 ,55%, $624.22 , $0.29 , 3.42 , 3.38 , 3.38 ,1,1, 549.30 , 547.17 , -   , 2.13 , (2.13), (160.74), (160.20), 0.54 , -   , 0.54 , $(0.01), $(0.00), $(0.01), $0.71 ,0.39%, $390.00 , $2.08 ,0.33%, $(334.33), $55.67 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $52.88 ," $6,390.54 "," $(3,245.47)"
384,7/16/2025,7/17/2025,1, $182.76 , $184.25 , $624.22 ,45%, $628.04 , $0.29 , 3.41 , 3.38 , 3.39 ,1,1, 547.17 , 542.74 , -   , 4.42 , (4.42), (160.20), (159.23), 0.97 , -   , 0.97 , $(0.02), $(0.00), $(0.03), $1.49 ,0.81%, $815.28 , $3.82 ,0.61%, $(611.96), $203.31 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $200.51 ," $6,591.05 "," $(3,044.96)"
385,7/17/2025,7/18/2025,1, $184.25 , $184.18 , $628.04 ,43%, $627.58 , $0.29 , 3.41 , 3.39 , 3.39 ,1,1, 542.74 , 542.95 , 0.21 , -   , 0.21 , (159.23), (159.34), -   , 0.12 , (0.12), $(0.00), $(0.00), $(0.00), $(0.07),-0.04%, $(37.99), $(0.46),-0.07%, $73.24 , $35.25 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $32.47 ," $6,623.52 "," $(3,012.49)"
386,7/18/2025,7/21/2025,3, $184.18 , $183.55 , $627.58 ,37%, $628.77 , $0.29 , 3.43 , 3.39 , 3.40 ,1,1, 542.95 , 544.81 , 1.86 , -   , 1.86 , (159.34), (159.04), 0.30 , -   , 0.30 , $(0.01), $(0.00), $(0.01), $(0.63),-0.34%, $(342.06), $1.19 ,0.19%, $(189.62), $(531.67), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $(540.02)," $6,083.50 "," $(3,552.51)"
387,7/21/2025,7/22/2025,1, $183.55 , $185.89 , $628.77 ,22%, $628.86 , $0.30 , 3.38 , 3.40 , 3.40 ,1,-1, 544.81 , (537.95), -   ," 1,082.76 "," (1,082.76)", (159.04), 159.02 , 318.06 , -   , 318.06 , $(5.41), $(1.59), $(7.00), $2.34 ,1.27%," $1,274.86 ", $0.09 ,0.01%, $(14.31)," $1,260.54 ", $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78)," $1,250.76 "," $7,334.26 "," $(2,301.74)"
388,7/22/2025,7/23/2025,1, $185.89 , $187.43 , $628.86 ,46%, $634.21 , $0.30 , 3.38 , 3.40 , 3.40 ,-1,-1, (537.95), (533.53), 4.42 , -   , 4.42 , 159.02 , 157.68 , -   , 1.34 , (1.34), $(0.02), $(0.01), $(0.03), $1.54 ,0.83%, $(828.45), $5.35 ,0.85%, $850.75 , $22.30 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $19.49 ," $7,353.75 "," $(2,282.25)"
389,7/23/2025,7/24/2025,1, $187.43 , $186.83 , $634.21 ,75%, $634.42 , $0.29 , 3.40 , 3.40 , 3.40 ,-1,-1, (533.53), (535.25), -   , 1.71 , (1.71), 157.68 , 157.62 , -   , 0.05 , (0.05), $(0.01), $(0.00), $(0.01), $(0.60),-0.32%, $320.12 , $0.21 ,0.03%, $33.11 , $353.23 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $350.44 ," $7,704.20 "," $(1,931.81)"
390,7/24/2025,7/25/2025,1, $186.83 , $187.73 , $634.42 ,86%, $637.10 , $0.29 , 3.39 , 3.40 , 3.40 ,-1,-1, (535.25), (532.68), 2.57 , -   , 2.57 , 157.62 , 156.96 , -   , 0.66 , (0.66), $(0.01), $(0.00), $(0.02), $0.90 ,0.48%, $(481.72), $2.68 ,0.42%, $422.43 , $(59.29)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(62.08)," $7,642.12 "," $(1,993.89)"
391,7/25/2025,7/28/2025,3, $187.73 , $186.62 , $637.10 ,92%, $636.94 , $0.29 , 3.41 , 3.40 , 3.40 ,-1,1, (532.68), 535.85 ," 1,068.53 ", -   ," 1,068.53 ", 156.96 , (157.00), -   , 313.96 , (313.96), $(5.34), $(1.57), $(6.91), $(1.11),-0.59%, $591.27 , $(0.16),-0.03%, $(25.11), $566.16 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(8.33), $550.92 ," $8,193.03 "," $(1,442.97)"
392,7/28/2025,7/29/2025,1, $186.62 , $186.53 , $636.94 ,94%, $635.26 , $0.29 , 3.41 , 3.40 , 3.40 ,1,1, 535.85 , 536.11 , 0.26 , -   , 0.26 , (157.00), (157.42), -   , 0.42 , (0.42), $(0.00), $(0.00), $(0.00), $(0.09),-0.05%, $(48.23), $(1.68),-0.26%, $263.76 , $215.53 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $212.75 ," $8,405.79 "," $(1,230.22)"
393,7/29/2025,7/30/2025,1, $186.53 , $185.32 , $635.26 ,91%, $634.46 , $0.29 , 3.42 , 3.40 , 3.40 ,1,1, 536.11 , 539.61 , 3.50 , -   , 3.50 , (157.42), (157.61), -   , 0.20 , (0.20), $(0.02), $(0.00), $(0.02), $(1.21),-0.65%, $(648.69), $(0.80),-0.13%, $125.93 , $(522.76), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(525.55)," $7,880.23 "," $(1,755.77)"
394,7/30/2025,7/31/2025,1, $185.32 , $183.63 , $634.46 ,83%, $632.08 , $0.29 , 3.44 , 3.40 , 3.41 ,1,1, 539.61 , 544.57 , 4.97 , -   , 4.97 , (157.61), (158.21), -   , 0.59 , (0.59), $(0.02), $(0.00), $(0.03), $(1.69),-0.92%, $(911.94), $(2.38),-0.38%, $375.12 , $(536.81), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(539.62)," $7,340.61 "," $(2,295.39)"
395,7/31/2025,8/1/2025,1, $183.63 , $181.56 , $632.08 ,74%, $621.72 , $0.29 , 3.42 , 3.41 , 3.41 ,1,1, 544.57 , 550.78 , 6.21 , -   , 6.21 , (158.21), (160.84), -   , 2.64 , (2.64), $(0.03), $(0.01), $(0.04), $(2.07),-1.13%," $(1,127.27)", $(10.36),-1.65%," $1,639.03 ", $511.77 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $508.94 ," $7,849.56 "," $(1,786.45)"
396,8/1/2025,8/4/2025,3, $181.56 , $183.78 , $621.72 ,85%, $631.17 , $0.29 , 3.43 , 3.41 , 3.41 ,1,1, 550.78 , 544.13 , -   , 6.65 , (6.65), (160.84), (158.44), 2.41 , -   , 2.41 , $(0.03), $(0.01), $(0.05), $2.22 ,1.22%," $1,222.74 ", $9.45 ,1.51%," $(1,519.98)", $(297.24), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $(305.62)," $7,543.94 "," $(2,092.07)"
397,8/4/2025,8/5/2025,1, $183.78 , $183.27 , $631.17 ,83%, $627.97 , $0.29 , 3.43 , 3.41 , 3.41 ,1,1, 544.13 , 545.64 , 1.51 , -   , 1.51 , (158.44), (159.24), -   , 0.81 , (0.81), $(0.01), $(0.00), $(0.01), $(0.51),-0.28%, $(277.51), $(3.20),-0.51%, $506.99 , $229.49 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $226.70 ," $7,770.64 "," $(1,865.37)"
398,8/5/2025,8/6/2025,1, $183.27 , $182.86 , $627.97 ,90%, $632.78 , $0.29 , 3.46 , 3.41 , 3.42 ,1,1, 545.64 , 546.87 , 1.22 , -   , 1.22 , (159.24), (158.03), 1.21 , -   , 1.21 , $(0.01), $(0.01), $(0.01), $(0.41),-0.22%, $(223.71), $4.81 ,0.76%, $(765.96), $(989.67), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(992.46)," $6,778.17 "," $(2,857.83)"
